Scer1	Scer2	Cgla1	Cgla2	Klac	Calb	n.NAs
YPR141C	NA	CAGL0D04994g	NA	KLLA0B10956g	orf19.564	2
YPR143W	NA	CAGL0D05016g	NA	KLLA0B10934g	orf19.563	2
YPR144C	NA	CAGL0I10670g	NA	KLLA0B10890g	orf19.1902	2
YPR147C	NA	CAGL0L08514g	NA	NA	orf19.4398	3
YPR148C	NA	CAGL0L08492g	NA	KLLA0E04621g	NA	3
YPR151C	NA	CAGL0L08426g	NA	KLLA0E03983g	NA	3
YPR152C	NA	CAGL0L08404g	NA	KLLA0E03939g	orf19.5976	2
YPR153W	NA	CAGL0L08382g	NA	KLLA0E03895g	orf19.351	2
YPR155C	NA	CAGL0F04851g	NA	KLLA0E03851g	orf19.349	2
YAL016W	NA	CAGL0F00957g	CAGL0H06281g	KLLA0F07689g	orf19.6810	1
YCL034W	NA	CAGL0B00814g	NA	KLLA0C01320g	orf19.1381	2
YPR160W	NA	CAGL0F04895g	NA	KLLA0F10065g	orf19.7021	2
YPR161C	NA	CAGL0I08349g	NA	KLLA0D10527g	orf19.3523	2
YPR162C	YLR453C	CAGL0I08371g	CAGL0H00352g	KLLA0C16984g	orf19.4221	0
YPR163C	NA	CAGL0I08393g	NA	KLLA0B10560g	orf19.3423	2
YPR164W	NA	CAGL0I08415g	NA	KLLA0B10604g	NA	3
YPR166C	NA	CAGL0I08481g	NA	KLLA0B10648g	orf19.4023	2
YPR167C	NA	CAGL0I08503g	NA	KLLA0B10692g	orf19.3106	2
YPR168W	NA	CAGL0I08525g	NA	KLLA0B10714g	orf19.5268	2
YPR169W	NA	CAGL0I06490g	NA	KLLA0B10736g	orf19.4746	2
YCL033C	NA	CAGL0B00836g	NA	KLLA0C01342g	orf19.3292	2
YPR171W	NA	CAGL0I06446g	NA	KLLA0B10780g	orf19.998	2
YPR173C	NA	CAGL0I06402g	NA	KLLA0B10846g	orf19.4339	2
YPR175W	NA	CAGL0G09801g	NA	KLLA0E04775g	orf19.7564	2
YPR176C	NA	CAGL0G09823g	NA	KLLA0E04797g	orf19.7563	2
YPR178W	NA	CAGL0G09845g	NA	KLLA0E04819g	orf19.7343	2
YPR179C	NA	CAGL0G09867g	NA	KLLA0E04841g	orf19.7344	2
YPR180W	NA	CAGL0G09889g	NA	KLLA0E04863g	orf19.2835	2
YPR181C	NA	CAGL0G09911g	CAGL0H00242g	KLLA0E04885g	orf19.1254	1
YPR182W	NA	CAGL0G09933g	NA	KLLA0E04929g	orf19.4340.1	2
YPR183W	NA	CAGL0G09955g	NA	KLLA0B03377g	orf19.5073	2
YCL032W	NA	CAGL0B00858g	NA	KLLA0C01386g	orf19.1636	2
YPR184W	NA	CAGL0G09977g	NA	Klac_YGOB_Anc_7.541	orf19.744	2
YPR185W	NA	CAGL0G09999g	NA	KLLA0B03432g	orf19.2848	2
YPR186C	NA	CAGL0G10021g	NA	KLLA0B03454g	orf19.4125	2
YPR187W	NA	CAGL0G10043g	NA	KLLA0B03476g	orf19.2643	2
YPR188C	NA	CAGL0G10065g	NA	KLLA0B03498g	orf19.2642	2
YPR189W	NA	CAGL0G10087g	NA	KLLA0B03520g	orf19.4848	2
YPR190C	NA	CAGL0G10109g	NA	KLLA0B03542g	orf19.2847	2
YPR191W	NA	CAGL0G10131g	NA	KLLA0B03564g	orf19.2644	2
YPR193C	NA	NA	NA	NA	NA	5
YPR194C	NA	NA	NA	NA	orf19.3749	4
YCL031C	NA	CAGL0B00880g	NA	KLLA0C01408g	orf19.5835	2
YPR196W	NA	NA	NA	NA	NA	5
YPR198W	NA	NA	NA	NA	NA	5
YPR199C	NA	NA	NA	KLLA0E00265g	NA	4
YPR201W	NA	NA	NA	KLLA0E00221g	orf19.3122	3
YPR202W	NA	NA	NA	NA	NA	5
YPR203W	NA	NA	NA	NA	NA	5
YPR204W	NA	NA	NA	NA	NA	5
YCL030C	NA	CAGL0B00902g	NA	KLLA0C01452g	orf19.5639	2
YCL029C	NA	CAGL0B00924g	NA	KLLA0C01474g	orf19.6170	2
YCL028W	NA	CAGL0B00946g	NA	NA	NA	4
YCL027W	NA	CAGL0B00968g	NA	KLLA0C01540g	orf19.1156	2
YCL026C-B	NA	NA	NA	NA	NA	5
YCL026C-A	NA	CAGL0B00990g	CAGL0H06831g	KLLA0C01562g	NA	2
YAL015C	YOL043C	CAGL0F00979g	CAGL0H06303g	KLLA0F07711g	NA	1
YCL025C	YDR508C	CAGL0K05753g	CAGL0B01012g	KLLA0C01606g	orf19.1193	0
YCL024W	YDR507C	CAGL0K05709g	NA	KLLA0C01650g	NA	2
YCL021W-A	NA	NA	NA	NA	NA	5
YCL018W	NA	CAGL0H03795g	NA	KLLA0D04906g	orf19.7080	2
YCL017C	NA	CAGL0H03817g	NA	KLLA0D04928g	orf19.7081	2
YCL016C	NA	CAGL0B04873g	NA	KLLA0D04972g	orf19.7083	2
YJL078C	NA	NA	NA	KLLA0D02442g	NA	4
YBR285W	NA	NA	NA	KLLA0D06479g	NA	4
YCL014W	NA	CAGL0B04851g	NA	KLLA0D04994g	orf19.7079	2
YCL011C	YNL004W	CAGL0B04807g	CAGL0H03861g	KLLA0D05016g	orf19.7076	0
YCL010C	NA	CAGL0B04785g	NA	KLLA0F12408g	orf19.7074	2
YOR097C	NA	CAGL0L03762g	NA	KLLA0C13497g	NA	3
YCL009C	NA	CAGL0H03905g	NA	KLLA0F12364g	orf19.4650	2
YAL014C	NA	CAGL0H06325g	NA	KLLA0F07777g	orf19.2411	2
YCL008C	NA	CAGL0H03927g	NA	KLLA0D04752g	orf19.2343	2
YMR169C	NA	CAGL0F07777g	NA	KLLA0D09999g	NA	3
YCL005W	NA	CAGL0B04763g	NA	KLLA0A08536g	NA	3
YDL069C	NA	CAGL0D00726g	NA	KLLA0B03212g	NA	3
YCL004W	NA	CAGL0B04741g	NA	KLLA0A08580g	orf19.7072	2
YIL126W	NA	CAGL0G08756g	NA	KLLA0F04521g	orf19.239	2
YNL067W	NA	CAGL0G08734g	NA	KLLA0F04499g	orf19.236	2
YCL002C	NA	CAGL0B04719g	NA	KLLA0A08602g	orf19.7073	2
YCL001W	NA	CAGL0B04697g	NA	KLLA0A08624g	orf19.7202	2
NA	NA	CAGL0M12881g	NA	KLLA0C09240g	NA	4
YMR205C	NA	CAGL0L10758g	CAGL0I05698g	KLLA0F06248g	orf19.6540	1
YCR002C	NA	CAGL0G06754g	NA	KLLA0F12848g	orf19.548	2
NA	NA	CAGL0M10978g	NA	KLLA0F27401g	NA	4
YCR003W	NA	CAGL0G06776g	NA	KLLA0F12826g	orf19.549	2
YCR004C	NA	CAGL0B03685g	CAGL0H03971g	KLLA0F12782g	orf19.5286	1
YAL013W	NA	CAGL0H06347g	NA	KLLA0F07821g	orf19.808	2
YCR005C	YNR001C	CAGL0H03993g	CAGL0B03663g	KLLA0F12760g	NA	1
YCR007C	NA	NA	NA	NA	NA	5
YCR008W	NA	CAGL0L07810g	NA	KLLA0E11947g	orf19.3854	2
YCR009C	NA	CAGL0L07788g	NA	KLLA0E11903g	orf19.7124	2
NA	NA	CAGL0D06226g	NA	KLLA0C11517g	NA	4
NA	NA	CAGL0M10065g	NA	KLLA0F09251g	NA	4
YCR010C	YNR002C	CAGL0M03465g	CAGL0L07766g	KLLA0E11881g	NA	1
YKL096W-A	NA	CAGL0F07601g	NA	NA	NA	4
YCR011C	NA	CAGL0L07744g	NA	KLLA0D04554g	orf19.459	2
NA	NA	CAGL0K03245g	NA	KLLA0F25410g	NA	4
YCR012W	NA	CAGL0L07722g	NA	KLLA0A11011g	orf19.3651	2
YPL129W	NA	CAGL0M02739g	NA	KLLA0D06831g	orf19.798	2
NA	NA	CAGL0M02321g	NA	KLLA0F11341g	NA	4
YCR014C	NA	CAGL0L07700g	NA	KLLA0A11033g	NA	3
YCR015C	NA	CAGL0B03531g	NA	KLLA0A11044g	orf19.6732	2
YAL012W	NA	CAGL0H06369g	NA	KLLA0F07909g	orf19.6402	2
YCR016W	NA	CAGL0L07832g	NA	KLLA0A11066g	orf19.6730	2
YCR017C	NA	CAGL0L07854g	NA	KLLA0A11132g	orf19.3225	2
YCR018C	NA	NA	NA	NA	NA	5
NA	NA	CAGL0M01914g	NA	KLLA0F11726g	NA	4
YBR009C	NA	CAGL0H09834g	CAGL0C04136g	KLLA0E17601g	orf19.1059	1
YBR010W	NA	CAGL0H09856g	CAGL0C04114g	KLLA0E17623g	NA	2
YCR019W	NA	CAGL0L07898g	NA	KLLA0A11242g	orf19.4548	2
YBL002W	NA	CAGL0C04389g	NA	KLLA0E17337g	NA	3
YBL003C	NA	CAGL0C04411g	NA	KLLA0E17359g	NA	3
YCR020C	NA	CAGL0L07920g	NA	KLLA0C04884g	orf19.7330	2
NA	NA	CAGL0M04543g	NA	KLLA0D17006g	NA	4
YNL030W	NA	CAGL0M06677g	NA	KLLA0E08647g	orf19.1854	2
YNL031C	NA	CAGL0M06655g	NA	KLLA0E08625g	orf19.1853	2
YCR020C-A	NA	CAGL0L07942g	NA	KLLA0A11220g	orf19.1968.1	2
YPL068C	NA	CAGL0H05247g	NA	KLLA0E23255g	NA	3
YCR020W-B	NA	Cgla_YGOB_Anc_1.437	NA	KLLA0A11209g	NA	3
YCR021C	NA	NA	NA	NA	orf19.4526	4
YCR023C	NA	NA	NA	NA	orf19.4550	4
YAL011W	NA	CAGL0H06391g	NA	KLLA0F08019g	orf19.190	2
YCR024C	NA	CAGL0L08030g	NA	KLLA0A11484g	orf19.6698	2
YCR024C-A	YEL017C-A	CAGL0L08008g	CAGL0M03305g	Klac_YGOB_PMP1	NA	1
YCL056C	NA	NA	NA	KLLA0C00594g	NA	4
YCR026C	YEL016C	CAGL0L07986g	NA	KLLA0A11374g	orf19.4409	1
YNL270C	YEL063C	CAGL0J08184g	NA	KLLA0C02343g	NA	2
YCR027C	NA	NA	NA	KLLA0A11330g	orf19.5994	3
YJL205C	NA	CAGL0F02513g	NA	Klac_YGOB_NCE101	orf19.3181.1	2
YJL186W	NA	CAGL0M02871g	CAGL0L08096g	KLLA0C16467g	NA	2
YCR028C	NA	CAGL0L08052g	NA	KLLA0A06193g	orf19.5535	2
YCR028C-A	NA	CAGL0L08068g	NA	KLLA0A06149g	orf19.2483	2
YCR030C	NA	CAGL0L08074g	CAGL0M02893g	KLLA0A06105g	orf19.5671	1
YHR136C	NA	NA	NA	KLLA0D11066g	NA	4
YCR031C	YJL191W	CAGL0K00671g	CAGL0L08118g	KLLA0B07623g	NA	1
NA	NA	CAGL0J05786g	NA	KLLA0E22947g	NA	4
YCR032W	NA	CAGL0L08140g	NA	KLLA0B07667g	orf19.6261	2
YCR033W	NA	CAGL0L08162g	NA	KLLA0C03564g	orf19.5241	2
NA	NA	CAGL0B03883g	NA	KLLA0E09703g	NA	4
YJR022W	NA	CAGL0M07854g	NA	KLLA0E16457g	orf19.4305.1	2
YAL010C	NA	CAGL0C02695g	NA	KLLA0F08041g	orf19.184	2
YCR034W	YJL196C	CAGL0L08184g	CAGL0K00583g	KLLA0C03542g	orf19.6343	0
YCR035C	NA	CAGL0L08206g	NA	KLLA0C03520g	orf19.6259	2
YCR036W	NA	CAGL0L08228g	NA	KLLA0C03498g	orf19.6344	2
YCR037C	YJL198W	CAGL0F02387g	NA	KLLA0C03454g	orf19.2454	1
YCR038C	NA	CAGL0B01287g	NA	KLLA0C03410g	orf19.1842	2
YCR039C	NA	CAGL0B01265g	NA	NA	NA	4
YCR042C	NA	CAGL0L00297g	NA	KLLA0C02189g	orf19.2135	2
YCR043C	NA	NA	NA	KLLA0C02145g	NA	4
YCR044C	NA	CAGL0M11880g	NA	KLLA0C02101g	orf19.4240	2
YAL009W	NA	CAGL0C02717g	NA	KLLA0F08063g	orf19.6885	2
YCR045C	NA	CAGL0L10802g	NA	KLLA0F06028g	orf19.7463	2
YCR046C	NA	CAGL0L10824g	NA	KLLA0F05984g	orf19.1967	2
YCR047C	NA	CAGL0L10846g	NA	KLLA0F05962g	orf19.1966	2
YGL178W	NA	CAGL0L05962g	NA	KLLA0E13597g	orf19.4991	2
YCR048W	YNR019W	CAGL0C02981g	CAGL0M10571g	KLLA0C09152g	NA	1
NA	NA	CAGL0D03872g	NA	KLLA0C10230g	NA	4
NA	NA	CAGL0H08712g	NA	KLLA0E09923g	NA	4
YCR051W	NA	CAGL0C03003g	NA	KLLA0C09108g	orf19.2256	2
YCR052W	YNR023W	CAGL0C03025g	CAGL0M10659g	KLLA0C09042g	NA	1
YCR053W	NA	CAGL0K09328g	NA	KLLA0C09020g	orf19.4233	2
YCR054C	NA	CAGL0K09306g	NA	KLLA0C08998g	orf19.4234	2
YAL008W	NA	CAGL0C02739g	NA	KLLA0F08107g	orf19.4763	2
YCR057C	NA	CAGL0K09284g	NA	KLLA0C08976g	orf19.3276	2
YCR059C	NA	CAGL0K09262g	NA	KLLA0C08932g	orf19.3273	2
YCR060W	NA	CAGL0K09240g	NA	KLLA0C08910g	orf19.3272	2
YCR061W	NA	CAGL0K09218g	NA	KLLA0C08866g	orf19.4907	2
YCR063W	NA	CAGL0J03630g	NA	KLLA0C08800g	orf19.4855	2
YCR065W	NA	CAGL0J03608g	NA	KLLA0C08778g	orf19.4853	2
YCR066W	NA	CAGL0J03586g	NA	KLLA0C08756g	orf19.3407	2
NA	NA	CAGL0G03201g	NA	KLLA0D15103g	NA	4
YCR067C	YNR026C	CAGL0J03564g	CAGL0M10703g	KLLA0C08723g	orf19.3409	0
YCR068W	NA	CAGL0J03542g	NA	KLLA0C08679g	orf19.3412	2
YCR069W	YNR028W	CAGL0J03520g	NA	KLLA0C08635g	NA	2
YAL064W	NA	NA	NA	NA	NA	5
YCR071C	NA	CAGL0J03498g	NA	KLLA0C08569g	orf19.3777	2
YCR072C	NA	CAGL0J03476g	NA	KLLA0C08547g	orf19.3778	2
YCR073C	YNR031C	CAGL0M10829g	NA	KLLA0C08525g	NA	2
YCR073W-A	YNR034W	CAGL0M10956g	CAGL0M06963g	KLLA0C08415g	NA	1
YCR075C	NA	CAGL0M06985g	NA	KLLA0F27445g	NA	3
YOL104C	NA	CAGL0I07425g	NA	KLLA0C12287g	NA	3
YCR076C	NA	CAGL0M07007g	NA	KLLA0F27379g	NA	3
YDR014W-A	NA	CAGL0D04400g	NA	NA	NA	4
YCR077C	NA	CAGL0M07029g	NA	KLLA0F27357g	orf19.3792	2
YOL082W	NA	CAGL0I07887g	NA	KLLA0C11209g	NA	3
YOL084W	NA	CAGL0I07865g	NA	KLLA0C11187g	orf19.2170	2
YCR079W	NA	CAGL0E00649g	NA	KLLA0F06985g	orf19.3705	2
YCR081W	NA	CAGL0E00627g	NA	KLLA0F06919g	orf19.736	2
YCR082W	NA	CAGL0E00605g	NA	KLLA0F06875g	NA	3
NA	NA	CAGL0I02244g	NA	KLLA0A05302g	NA	4
YLL024C	NA	CAGL0G03795g	NA	KLLA0D04224g	orf19.1065	2
YCR083W	NA	CAGL0E00583g	NA	KLLA0F10351g	NA	3
YCR084C	NA	CAGL0E00561g	CAGL0C03608g	KLLA0F10263g	orf19.6109	1
YCR086W	NA	CAGL0E00539g	NA	KLLA0F10241g	orf19.7663	2
YCR087C-A	NA	CAGL0E00517g	NA	KLLA0F10219g	orf19.7664	2
YCR088W	NA	CAGL0C03597g	NA	KLLA0F10175g	orf19.2699	2
YCR089W	YNR044W	CAGL0C03575g	NA	NA	NA	3
YCR090C	NA	CAGL0E00495g	NA	KLLA0F10153g	orf19.1394	2
YCR091W	YNR047W	CAGL0C03509g	NA	KLLA0C18568g	NA	2
YCR092C	NA	CAGL0E00473g	NA	KLLA0C18590g	orf19.3608	2
YAL003W	NA	CAGL0F08547g	NA	KLLA0C18469g	orf19.3838	2
YCR093W	NA	CAGL0E00451g	NA	KLLA0C18612g	orf19.1084	2
YCR094W	YNR048W	CAGL0C03487g	CAGL0E00429g	KLLA0C18634g	orf19.5735	0
YCR095C	NA	CAGL0E00407g	NA	KLLA0C18777g	orf19.5247	2
YCR097W	NA	CAGL0E00341g	NA	KLLA0B14553g	orf19.3201	2
YCR099C	NA	NA	NA	NA	NA	5
YCR100C	NA	NA	NA	NA	NA	5
YCR101C	NA	NA	NA	NA	NA	5
YAL002W	NA	CAGL0A00781g	NA	KLLA0C18491g	orf19.5387	2
YCR102C	NA	NA	NA	NA	NA	5
YCR104W	NA	NA	NA	NA	NA	5
YLL054C	NA	NA	NA	NA	NA	5
YCR107W	NA	NA	NA	NA	NA	5
YDL248W	NA	NA	NA	NA	NA	5
YDL247W	NA	NA	NA	NA	NA	5
YDL246C	NA	NA	NA	NA	orf19.7676	4
YAL001C	NA	CAGL0A00803g	NA	KLLA0A08734g	orf19.3833	2
YDL245C	NA	NA	NA	NA	NA	5
YDL243C	NA	NA	NA	NA	NA	5
YDL241W	NA	NA	NA	NA	NA	5
YDL240W	NA	CAGL0C05599g	NA	KLLA0D19877g	orf19.7489	2
YDL239C	YNL225C	CAGL0C05577g	CAGL0J07348g	KLLA0D19580g	NA	1
NA	NA	CAGL0J04972g	NA	KLLA0F01408g	NA	4
YDL238C	NA	CAGL0C05555g	NA	KLLA0D19492g	orf19.7029	2
YEL061C	NA	CAGL0B03641g	NA	KLLA0D01045g	NA	3
YDL237W	NA	CAGL0C05533g	NA	KLLA0D19470g	orf19.5925	2
YDL236W	NA	CAGL0C05511g	NA	KLLA0D19382g	orf19.4444	2
YPR165W	NA	NA	CAGL0I08459g	NA	orf19.2843	3
YAR002W	NA	CAGL0G00660g	NA	KLLA0A08756g	orf19.2901	2
YDL235C	NA	CAGL0K04961g	NA	KLLA0D19338g	orf19.4443	2
YDL234C	NA	CAGL0C05489g	NA	KLLA0D19272g	orf19.6706	2
NA	NA	CAGL0A01243g	NA	KLLA0A01694g	NA	4
YDL233W	NA	CAGL0K04873g	CAGL0C05467g	KLLA0D19228g	orf19.3603	1
YDL114W	NA	CAGL0H10450g	NA	KLLA0E09153g	orf19.6502	2
YDL232W	NA	NA	CAGL0C05461g	KLLA0D19129g	NA	3
YDL231C	NA	CAGL0C05445g	NA	KLLA0D19118g	orf19.3332	2
YDL230W	NA	CAGL0C05423g	NA	Klac_YGOB_Anc_2.39b	orf19.6365	2
YDL229W	YNL209W	CAGL0K04741g	CAGL0C05379g	KLLA0D19041g	NA	1
YDL227C	NA	CAGL0G05423g	NA	NA	NA	4
YBR264C	NA	CAGL0I09306g	NA	KLLA0F01232g	orf19.430	2
YDL226C	YNL204C	CAGL0G05445g	NA	KLLA0D18942g	orf19.3683	1
YDL225W	NA	CAGL0G05489g	NA	KLLA0F20812g	orf19.3680	2
YAR002C-A	YGL002W	CAGL0G00682g	CAGL0A00627g	KLLA0A08778g	NA	1
YDL224C	YNL197C	CAGL0G05401g	CAGL0G05511g	KLLA0F20834g	NA	1
YDL222C	YNL194C	CAGL0G05566g	NA	KLLA0F20900g	orf19.6489	1
YAL060W	NA	CAGL0D00198g	NA	KLLA0F00506g	NA	3
YDL220C	NA	CAGL0G05588g	NA	KLLA0F20922g	NA	3
YDL219W	NA	CAGL0G05610g	NA	KLLA0D08690g	orf19.297	2
YDL218W	NA	CAGL0G05632g	NA	KLLA0D08646g	orf19.3902	2
YDL217C	NA	CAGL0G05654g	NA	KLLA0D08536g	orf19.1352	2
YDL216C	NA	CAGL0G05676g	NA	KLLA0D08503g	orf19.3371	2
YDL215C	NA	CAGL0G05698g	NA	KLLA0D08481g	orf19.2192	2
YDL214C	YNL183C	CAGL0J11308g	CAGL0G05720g	KLLA0D08415g	NA	1
YAR003W	NA	CAGL0G00704g	NA	KLLA0A08800g	orf19.5388	2
YDL213C	NA	CAGL0G05742g	NA	KLLA0D08393g	orf19.6236	2
YDL212W	NA	CAGL0G05786g	NA	KLLA0D08283g	orf19.3366	2
YDL211C	YNL176C	CAGL0J11176g	CAGL0G05808g	KLLA0D08239g	NA	1
YPR200C	NA	NA	NA	KLLA0E00243g	NA	4
YDL209C	NA	CAGL0J09592g	NA	KLLA0C15411g	orf19.674	2
YDL208W	NA	CAGL0J09614g	NA	KLLA0C15345g	orf19.526	2
YDL207W	NA	CAGL0J09636g	NA	KLLA0C15235g	orf19.2215	2
YLR179C	NA	NA	NA	NA	NA	5
YDL206W	NA	CAGL0J09658g	NA	KLLA0C15191g	NA	3
YLR153C	NA	CAGL0B02717g	NA	KLLA0D17336g	orf19.1064	2
YDL205C	NA	CAGL0J09680g	NA	KLLA0C15147g	orf19.1742	2
YDL204W	YDR233C	CAGL0B02585g	NA	KLLA0C15081g	NA	2
YAR007C	NA	CAGL0G00726g	NA	KLLA0A08844g	orf19.2093	2
YDL203C	NA	CAGL0J09702g	NA	KLLA0C15037g	NA	3
YDL202W	NA	CAGL0J09724g	NA	KLLA0A03267g	orf19.3797	2
YDL201W	NA	CAGL0J09746g	NA	KLLA0A03245g	orf19.3798	2
YIR035C	NA	NA	CAGL0F06897g	KLLA0E08075g	orf19.5194.1	2
YDL200C	NA	CAGL0J09768g	NA	KLLA0E01761g	orf19.3108	2
YDL199C	NA	NA	NA	KLLA0A03223g	orf19.4356	3
YDL198C	NA	CAGL0J09790g	NA	KLLA0F13464g	orf19.685	2
YDL195W	NA	CAGL0J08998g	NA	KLLA0F05159g	orf19.6217	2
YDL194W	YDL138W	CAGL0I03872g	CAGL0J09020g	KLLA0F05181g	orf19.5962	0
YDL193W	NA	CAGL0I03894g	CAGL0J09042g	KLLA0F05203g	orf19.5963	1
YAR008W	NA	CAGL0G00748g	NA	KLLA0A08932g	orf19.6879	2
YDL191W	YDL136W	CAGL0J09086g	NA	KLLA0F05247g	orf19.5964.2	1
YDL190C	NA	CAGL0J09108g	NA	KLLA0F05269g	orf19.5965	2
YDL189W	NA	CAGL0J09130g	NA	KLLA0F05291g	orf19.5967	2
YDL188C	YDL134C	CAGL0I03938g	NA	KLLA0F05357g	NA	2
YDL186W	NA	CAGL0J09174g	NA	KLLA0F05379g	NA	3
YDL185W	NA	CAGL0I03960g	NA	KLLA0F05401g	orf19.1680	2
YDL184C	YDL133C-A	Cgla_YGOB_Anc_7.299	NA	Klac_YGOB_Anc_7.299	NA	2
YHR043C	NA	CAGL0D04092g	NA	NA	orf19.3392	3
YDL183C	NA	CAGL0I04004g	NA	KLLA0F05423g	orf19.1676	2
YDL182W	YDL131W	CAGL0J06402g	CAGL0J09240g	KLLA0F05489g	NA	1
YAL063C	NA	CAGL0I10098g	NA	NA	NA	4
YAR014C	NA	CAGL0I04466g	NA	KLLA0C04257g	orf19.3555	2
YDL181W	YDL130W-A	CAGL0J06380g	CAGL0J09262g	KLLA0F05511g	NA	1
YDL180W	NA	CAGL0J06358g	NA	KLLA0F05610g	NA	3
YDL179W	YDL127W	CAGL0J09328g	CAGL0J06336g	KLLA0F05654g	NA	1
YDL178W	NA	CAGL0J06314g	NA	KLLA0F05753g	orf19.300	2
YDL177C	NA	CAGL0J06292g	NA	KLLA0F05797g	NA	3
YMR043W	NA	CAGL0F06237g	CAGL0I10769g	KLLA0F26807g	orf19.7025	1
YDL176W	NA	CAGL0J06270g	NA	KLLA0F05819g	NA	3
YDL174C	NA	CAGL0I05148g	NA	KLLA0E19691g	orf19.6755	2
YDL173W	NA	CAGL0L01067g	NA	KLLA0E19647g	orf19.1107	2
YDL171C	NA	CAGL0L01089g	NA	KLLA0E19625g	orf19.6257	2
YKL032C	YMR072W	CAGL0L02013g	CAGL0K03047g	KLLA0E18481g	NA	1
YAR015W	NA	CAGL0I04444g	NA	KLLA0C04235g	orf19.7484	2
YDL170W	NA	NA	NA	KLLA0E19603g	orf19.7570	3
YDL169C	NA	NA	NA	KLLA0E19493g	NA	4
YDL168W	NA	CAGL0L01111g	NA	KLLA0D12342g	orf19.7600	2
YDL167C	NA	CAGL0I03344g	NA	KLLA0D12364g	orf19.5071	2
YDL197C	NA	NA	NA	KLLA0F13420g	NA	4
YDL166C	NA	CAGL0I03366g	NA	KLLA0D12386g	orf19.6074	2
YKL138C-A	NA	NA	CAGL0D02018g	KLLA0E12167g	NA	3
YDL165W	NA	CAGL0I03388g	NA	KLLA0D12408g	orf19.6075	2
YJL127C	NA	CAGL0L05610g	NA	KLLA0E15269g	orf19.2361	2
YLR035C	NA	CAGL0A03498g	NA	KLLA0F17347g	NA	3
YDL093W	NA	CAGL0L07172g	NA	NA	NA	4
YDL164C	NA	CAGL0I03410g	NA	KLLA0D12496g	orf19.6155	2
YER060W	NA	NA	NA	NA	NA	5
YJL151C	NA	NA	NA	NA	NA	5
YIL169C	NA	CAGL0L09911g	NA	NA	NA	4
YJL213W	NA	NA	NA	NA	NA	5
YNL336W	NA	NA	NA	NA	NA	5
YDL161W	YLR206W	CAGL0A03872g	NA	KLLA0C16731g	NA	2
YPL133C	NA	CAGL0M02651g	NA	KLLA0D07029g	orf19.5849	2
YFR055W	NA	NA	NA	NA	NA	5
YLR348C	NA	CAGL0G01166g	NA	NA	orf19.5628	3
YER017C	NA	CAGL0H09416g	NA	Klac_YGOB_Anc_7.168b	orf19.1669	2
NA	NA	CAGL0D05434g	NA	KLLA0B11495g	NA	4
YPR013C	NA	CAGL0L05786g	NA	NA	orf19.217	3
YDL160C	NA	CAGL0I03476g	NA	KLLA0C16599g	orf19.6197	2
YNL097C	NA	CAGL0G06556g	NA	KLLA0C13409g	orf19.1759	2
YGL185C	NA	CAGL0L06116g	NA	KLLA0F09163g	NA	3
YMR215W	NA	CAGL0F03883g	NA	KLLA0C07238g	NA	3
YGR059W	NA	CAGL0K04455g	NA	KLLA0B08129g	orf19.1524	2
YER185W	NA	NA	NA	NA	NA	5
YNR068C	NA	NA	NA	NA	NA	5
YDR171W	NA	CAGL0E00803g	NA	KLLA0D17446g	NA	3
YDR218C	NA	CAGL0E04840g	NA	KLLA0F13112g	NA	3
YPL048W	NA	CAGL0L12760g	NA	KLLA0D11594g	orf19.7382	2
YBR199W	NA	NA	NA	NA	orf19.4475	4
YCR040W	NA	CAGL0B01243g	NA	NA	NA	4
YJL193W	NA	CAGL0K00627g	NA	KLLA0B07689g	NA	3
YAR018C	NA	CAGL0I04422g	NA	KLLA0C04213g	orf19.5325	2
YDL159W	NA	CAGL0I03498g	NA	KLLA0C16577g	orf19.469	2
YJR151C	NA	NA	NA	NA	NA	5
YJR159W	NA	NA	NA	NA	NA	5
YDL130W	NA	CAGL0J06374g	NA	KLLA0F05555g	orf19.7188	2
YDL157C	NA	CAGL0I03520g	NA	KLLA0C16555g	orf19.4358	2
YHR198C	NA	NA	NA	NA	orf19.6189	4
YGR169C-A	YJR005C-A	CAGL0G06798g	CAGL0I08767g	KLLA0F14916g	orf19.4503	0
YDL156W	NA	CAGL0I03542g	NA	KLLA0C16533g	orf19.6907	2
YCL012C	NA	CAGL0B04829g	NA	NA	orf19.7078	3
YCL005W-A	NA	NA	Cgla_YGOB_VMA9	Klac_YGOB_VMA9	orf19.2343.1	2
YDL155W	YLR210W	CAGL0I03564g	CAGL0J08822g	KLLA0C16445g	NA	1
YDL154W	NA	CAGL0I03586g	NA	KLLA0C16423g	orf19.2713	2
YDL153C	NA	CAGL0I03608g	NA	KLLA0C16401g	orf19.2717	2
YDL150W	NA	CAGL0I03630g	NA	KLLA0C16379g	orf19.2715	2
YLR361C-A	NA	NA	CAGL0B02755g	KLLA0B13123g	NA	3
YDL149W	NA	CAGL0I03652g	NA	KLLA0C16357g	orf19.5974	2
YKL068W-A	NA	NA	NA	KLLA0F26686g	NA	4
YJR112W-A	NA	CAGL0C04829g	NA	KLLA0E05765g	orf19.1162.1	2
YDL148C	NA	CAGL0J08844g	NA	KLLA0C16335g	orf19.5959	2
YPL096C-A	NA	Cgla_YGOB_Anc_8.576	NA	Klac_YGOB_Anc_8.576	NA	3
YDL147W	NA	CAGL0I03674g	NA	KLLA0C16313g	orf19.4032	2
